,col1,KIC,Porb,Class,PACF,hACF,P1min,P1max,P2min,P2max,h1min,h1max,h2min,h2max,Note,period,period_err,morph,RA,DEC,GLon,GLat,kmag,Teff,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_x,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
20,20,2305543,1.362,sp,1.349,0.96,1.339,1.352,1.359,1.37,0.056,0.068,0.062,0.059,,1.3622735,1.9e-06,0.5,292.0269,37.6007,70.4509,9.5486,12.545,5623.0,Gaia DR3 2051789650647359488,292.02686212305,37.60061399789,0.0,0.0,169.0,1636148068921376768,2051789650647359488,862275744,0.0069,0.0081,1.8622,0.0087,214.9892,5.821,-0.661,0.009,-5.783,0.01,-0.071,-0.0252,-0.0566,-0.0107,0.1795,-0.02,-0.1723,-0.0562,0.0265,-0.0686,474,474,472,2,-2.8375,584.21,0.038,2.0159,31,False,1.551,,,,,,,,54,29,0.014664,57,0.004298,95.98,0,0,0.908,0,453,187364.38548,240.03,780.588,12.50565,0.003086,52,99631.8,467.303,213.206,12.842546,0.005807,51,125033.0,503.756,248.201,12.005337,0.005781,1.199,0.0,0.0,0.0,0.0,0,0.83721,0.336897,0.500313,48.78,20.23,1.0,24.0,7.0,17.0,23.394,42.411,0.0,858.371,282.39,5500.0,4.5,-0.5,222.0,,,,11.813038,0.018388,17.0,,VARIABLE,0.0,0.0,0.99987,5867.2,5855.9,5878.8,4.1866,4.1839,4.1893,-0.297,-0.3061,-0.2882,531.1782,528.6426,533.6724,0.12,0.1137,0.1267,0.1007,0.0954,0.1063,0.054,0.0511,0.057,PHOENIX,292.02686582922,37.60063969997,0.145096,0.169276,-0.0664,0.329201
21,21,2306740,10.307,sp,0.695,0.168,0.733,0.734,,,0.076,0.065,,,,10.306987,3.06e-05,0.27,292.2698,37.6982,70.6277,9.4217,13.545,5647.0,Gaia DR3 2051885033280089216,292.26978143628,37.69816957654,0.0,0.0,163.0,1636148068921376768,2051885033280089216,146588012,0.0125,0.0138,0.7543,0.0155,48.774,6.262,-2.666,0.017,-5.666,0.018,-0.0716,0.0524,-0.1247,-0.0574,0.2237,-0.0624,-0.2392,-0.0648,-0.1115,-0.1556,413,7,411,2,14.282,971.61,0.121,12.301,31,False,1.544,,,,,,,,49,28,0.026103,53,0.01504,53.89,0,0,1.54,0,408,77639.53379,14.4448,5374.9,13.462159,0.002763,49,40864.5,55.3256,738.619,13.810177,0.003154,46,53202.9,39.7761,1337.56,12.933057,0.003866,1.212,0.0,7.0,0.0,9.0,0,0.87712,0.348018,0.529102,19.14,4.58,2.0,18.0,7.0,15.0,10.87,,,799.712,,5750.0,4.0,-0.25,222.0,,,,12.648904,0.062655,11.0,,NOT_AVAILABLE,0.0,0.0,0.99995,6102.3,6094.6,6109.9,3.7073,3.7045,3.7095,-0.3696,-0.3704,-0.3684,1454.6367,1452.0212,1458.1835,0.4563,0.4515,0.4613,0.3859,0.3818,0.3902,0.209,0.2068,0.2114,MARCS,292.26979641176,37.69819475909,0.277177,0.28735,-0.1473,0.122354
22,22,2306756,386.6,np,179.571,0.018,,,,,,,,,a,386.6,0.0050535,0.0,292.2737,37.6716,70.6051,9.4067,12.394,5362.0,Gaia DR3 2051837651199491968,292.2737645647,37.67157754126,0.0,0.0,160.0,1636148068921376768,2051837651199491968,552307801,0.2685,0.2879,1.1344,0.324,3.5011,7.911,7.873,0.365,0.775,0.374,-0.0591,0.0501,-0.1698,-0.0429,0.1952,-0.0341,-0.2417,-0.002,-0.1502,-0.1633,418,418,413,5,380.6215,604050.0,3.847,21133.0,31,False,1.524,,,,,,,,49,28,0.555,53,0.04637,66.29,9,0,31.067,0,416,209259.53196,258.035,810.972,12.385653,0.003063,50,108134.0,68.5959,1576.4,12.753632,0.002874,51,150619.0,46.414,3245.12,11.803196,0.003794,1.237,0.0,0.0,0.0,1.0,0,0.950436,0.367978,0.582458,-83.48,1.3,1.0,21.0,8.0,16.0,28.353,4.5571,0.024143,858.62,12.7,5500.0,4.0,0.25,222.0,,,,11.595142,0.017831,13.0,,NOT_AVAILABLE,0.0,0.0,0.999862,5605.1,5595.6,5628.9,3.3823,3.3473,3.3946,0.0824,0.0802,0.0847,1388.2197,1369.3708,1452.259,0.1159,0.1074,0.1377,0.0951,0.0881,0.1131,0.0502,0.0465,0.0598,PHOENIX,292.27372035599,37.67157409756,5.897168,6.059672,-0.1565,0.201457
23,23,2307199,13.447,sp,13.65,0.954,,,,,,,,,,13.4471107,4.47e-05,0.07,292.3748,37.631,70.6055,9.317,14.0,6028.0,Gaia DR3 2051836689126867328,292.37475555242,37.63096931845,0.0,0.0,3.0,1636148068921376768,2051836689126867328,1460844363,0.0292,0.0321,0.9889,0.036,27.4437,1.241,-1.241,0.04,-0.015,0.046,0.0117,0.0526,-0.1504,-0.0244,0.1278,-0.0077,-0.2445,-0.0433,-0.2321,-0.1031,344,0,342,2,36.11,2433.9,0.36,78.537,31,False,1.562,,,,,,,,40,27,0.065754,45,0.01124,94.74,0,0,2.674,0,354,50063.18598,15.1652,3301.18,13.938571,0.002775,41,27303.0,20.3285,1343.09,14.248017,0.002905,37,33041.5,36.2984,910.274,13.450246,0.003963,1.205,0.0,2.0,0.0,1.0,0,0.797771,0.309446,0.488325,-5.94,5.61,2.0,13.0,5.0,12.0,4.6951,,,885.044,,6250.0,4.0,0.0,222.0,,,,13.245927,0.044526,8.0,,NOT_AVAILABLE,0.0,0.0,0.999955,6213.0,6159.7,6239.4,4.2774,4.2346,4.3086,-0.2454,-0.2808,-0.2236,884.5439,859.0512,916.4885,0.3218,0.293,0.3363,0.2744,0.2496,0.2869,0.1483,0.1348,0.155,MARCS,292.37476251825,37.6309693873,0.642824,0.750415,-0.0997,0.169336
24,24,2307206,204.031,np,101.657,0.435,,,,,,,,,a,204.0313791,0.0022831,0.01,292.3762,37.6575,70.6299,9.3282,15.734,5342.0,Gaia DR3 2051837032724273664,292.37610039896,37.65740525615,0.0,0.0,171.0,1636148068921376768,2051837032724273664,1331162484,0.0228,0.0254,0.6854,0.0277,24.7741,11.001,-6.429,0.032,-8.927,0.035,-0.0361,0.0732,-0.2463,0.0121,0.1425,0.0068,-0.2855,-0.112,-0.1225,-0.0927,380,0,380,0,3.079,485.53,0.097,1.4178,31,False,1.508,,,,,,,,44,28,0.050368,48,0.0006966,148.3,0,0,1.114,0,392,10064.90991,3.32348,3028.43,15.680342,0.002779,46,4899.72,9.80689,499.62,16.113113,0.003537,44,7353.81,8.63552,851.578,15.081614,0.003989,1.217,0.0,1.0,0.0,0.0,0,1.0315,0.432772,0.598728,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999949,5576.7,5537.4,5619.4,4.5114,4.49,4.5413,-0.0502,-0.0933,-0.0013,1112.4662,1063.5004,1153.178,0.4216,0.3955,0.4491,0.3455,0.3239,0.3684,0.1847,0.1732,0.197,MARCS,292.37613649097,37.65744493225,0.523462,0.57305,-0.0912,0.447137
25,25,2308957,2.22,ev,,,,,,,,,,,,2.2196838,3.3e-06,0.59,292.7518,37.6035,70.7196,9.0391,14.52,5697.0,Gaia DR3 2051824869377151104,292.75180957514,37.60351258525,0.0,0.0,163.0,1636148068921376768,2051824869377151104,1645605707,0.0118,0.0144,0.3702,0.0151,24.4347,6.919,-4.624,0.016,-5.147,0.018,-0.143,0.0465,-0.054,-0.0712,0.0656,-0.0715,-0.1755,-0.0133,-0.1746,-0.1922,423,0,422,1,-1.556,380.28,0.0,0.0,31,False,1.527,,,,,,,,48,29,0.026687,51,0.05618,21.51,0,0,0.946,0,378,31850.32943,30.8932,1030.98,14.429582,0.00295,45,16204.1,49.2798,328.819,14.814477,0.004323,45,22500.8,50.3094,447.248,13.867402,0.004492,1.215,0.0,3.0,0.0,4.0,0,0.947075,0.384895,0.56218,40.82,9.11,2.0,12.0,3.0,11.0,4.0114,,,689.127,,5750.0,4.5,-0.25,222.0,,,,13.494547,0.143193,11.0,,VARIABLE,0.0,0.0,0.999959,5945.7,5933.3,5958.4,3.869,3.8603,3.8776,-0.2476,-0.2579,-0.2365,2053.5544,2023.128,2084.5723,0.4295,0.422,0.437,0.3575,0.3513,0.3639,0.192,0.1886,0.1954,PHOENIX,292.75183551409,37.60353546242,0.264765,0.295694,-0.1834,0.051776
26,26,2309587,1.839,sp,1.839,1.036,,,,,,,,,,1.8385106,2.5e-06,0.43,292.8997,37.6593,70.8243,8.9608,13.925,5560.0,Gaia DR3 2051848027841162880,292.89967987222,37.65926100639,0.0,0.0,168.0,1636148068921376768,2051848027841162880,614992194,0.0102,0.0132,1.0557,0.0129,81.5454,10.571,-3.059,0.014,-10.119,0.016,-0.1241,0.0486,-0.162,0.0415,0.1635,-0.0031,-0.4467,-0.1572,-0.1041,-0.0443,393,0,391,2,-0.8887,364.16,0.0,0.0,31,False,1.53,,,,,,,,45,28,0.023329,49,0.01782,168.2,0,0,0.967,0,387,52640.25276,54.9512,957.946,13.884072,0.002979,43,26815.6,144.045,186.161,14.267574,0.006465,41,36830.8,111.544,330.192,13.332367,0.00501,1.209,0.0,0.0,0.0,0.0,0,0.935207,0.383502,0.551705,-62.48,4.94,2.0,17.0,4.0,14.0,6.4101,,,855.453,,5500.0,4.5,-0.25,222.0,,,,13.151053,0.081943,14.0,,NOT_AVAILABLE,0.0,0.0,0.99995,5649.9,5626.6,5715.2,4.1934,4.1833,4.202,-0.2704,-0.2979,-0.2077,902.9227,891.2735,916.2455,0.2529,0.2379,0.2916,0.2101,0.1975,0.2427,0.113,0.1062,0.1305,MARCS,292.89969704409,37.65930597942,0.218661,0.263411,-0.0449,0.157521
27,27,2309719,54.356,sp,11.116,0.353,11.015,12.718,13.724,14.191,0.019,0.01,0.018,0.011,,54.3563603,0.0003133,0.02,292.9309,37.6066,70.7885,8.9146,12.899,5786.0,Gaia DR3 2051660045715846784,292.93085375715,37.60662953936,0.0,0.0,170.0,1636148068921376768,2051660045715846784,1430040365,0.0087,0.0113,0.5733,0.0114,50.2116,2.844,-1.182,0.012,-2.587,0.014,-0.099,0.0599,-0.0527,-0.0419,0.1844,-0.0516,-0.3571,-0.0291,-0.1252,-0.1056,417,348,416,1,-1.8087,605.65,0.072,5.5766,31,False,1.547,,,,,,,,48,28,0.019838,51,0.01481,178.6,0,0,0.937,0,425,135301.14699,23.0214,5877.19,12.859113,0.002762,48,71452.0,44.9184,1590.71,13.203506,0.002872,47,91258.8,34.2584,2663.84,12.347209,0.003801,1.203,0.0,1.0,0.0,0.0,0,0.856297,0.344394,0.511904,-2.3,1.99,2.0,21.0,6.0,18.0,16.506,,,885.192,,5750.0,4.0,-0.25,222.0,,,,12.130422,0.019392,15.0,,NOT_AVAILABLE,0.0,0.0,0.999954,,,,,,,,,,,,,,,,,,,,,,,292.93086039083,37.60664103643,0.195543,0.22425,-0.099,0.165611
28,28,2436378,8.532,np,13.507,0.018,,,,,,,,,a,8.531613,3.72e-05,0.09,290.1417,37.7414,69.9028,10.9469,18.498,-1.0,Gaia DR3 2051287203888386688,290.14174222742,37.74135410086,0.0,0.0,8.0,1636148068921376768,2051287203888386688,499390507,0.1324,0.1632,0.316,0.1692,1.8675,2.729,-0.349,0.175,-2.707,0.203,0.0592,0.1082,-0.0654,-0.0171,0.1514,-0.0228,-0.2545,0.0408,-0.0311,0.1269,388,0,387,1,1.4854,442.08,0.29,0.297,31,False,1.451,,,,,,,,44,25,0.29005,46,0.03683,11.44,0,0,1.053,0,383,459.74448,0.92253,498.352,19.031076,0.003513,42,189.953,5.99261,31.698,19.641924,0.034366,42,376.227,6.60899,56.9266,18.30927,0.019443,1.232,0.0,2.0,0.0,0.0,0,1.332653,0.610847,0.721806,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99999,,,,,,,,,,,,,,,,,,,,,,,290.14174418834,37.74136613064,2.812438,3.293092,0.1267,0.209238
29,29,2437060,3.187,sp,3.188,1.307,,,,,,,,,,3.1871104,2.28e-05,0.47,290.1995,37.777,69.9558,10.9214,16.988,4452.0,Gaia DR3 2051293186783992320,290.19950267382,37.77698926258,0.0,0.0,169.0,1636148068921376768,2051293186783992320,8037669,0.0429,0.05,0.1974,0.0526,3.7557,2.328,-0.338,0.056,-2.303,0.058,-0.0589,-0.0594,-0.179,-0.0169,0.1773,-0.0645,-0.3792,-0.1033,-0.108,0.0602,355,0,354,1,0.3994,375.37,0.0,0.0,31,False,1.404,,,,,,,,41,25,0.084134,45,0.02488,18.31,0,0,1.014,0,354,3015.93268,10.3012,292.774,16.988813,0.00462,42,1118.36,15.0209,74.4531,17.717093,0.014847,39,2748.04,30.9477,88.7964,16.150337,0.012798,1.282,0.0,0.0,0.0,0.0,0,1.566755,0.728279,0.838476,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999975,4517.8,4474.2,4557.2,4.1779,4.1622,4.2358,-0.7574,-0.796,-0.6887,1424.3936,1337.0378,1468.1316,0.8117,0.7597,0.8604,0.6134,0.5727,0.6512,0.3287,0.3069,0.3491,PHOENIX,290.19950457412,37.77699949919,0.904129,0.940738,0.0623,0.040907
30,30,2437149,18.799,np,15.162,0.114,,,,,,,,,a,18.7987347,0.0002837,0.11,290.2058,37.7691,69.9508,10.9136,17.628,5130.0,Gaia DR3 2051292980625561216,290.2057334601,37.76917278552,0.0,0.0,176.0,1636148068921376768,2051292980625561216,1042027204,0.0592,0.0765,0.1487,0.0766,1.9407,2.459,-0.666,0.075,-2.367,0.089,-0.0317,0.1129,-0.0617,-0.1203,0.151,-0.1377,-0.3138,-0.068,-0.1255,0.0054,375,0,375,0,4.5276,527.65,0.409,3.9421,31,False,1.492,,,,,,,,43,25,0.127469,47,0.05146,44.52,0,0,1.17,0,358,1919.13089,1.90099,1009.54,17.479605,0.002958,43,888.918,10.4226,85.2878,17.966389,0.013032,41,1461.48,9.62866,151.784,16.835917,0.00809,1.225,0.0,12.0,0.0,12.0,0,1.130472,0.486784,0.643688,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999982,4982.8,4920.9,5013.0,4.5527,4.5235,4.5762,-0.1789,-0.253,-0.1327,1882.6891,1825.1624,1951.1519,0.0939,0.0561,0.1185,0.0745,0.0444,0.0941,0.0393,0.0234,0.0497,PHOENIX,290.20573720489,37.76918330579,1.201933,1.454812,0.0182,0.322735
31,31,2437452,14.47,np,19.024,0.436,,,,,,,,,a,14.4699302,4.99e-05,0.16,290.2262,37.7596,69.9493,10.8949,16.981,5398.0,Gaia DR3 2051292907615354240,290.22621976555,37.75958896002,0.0,0.0,171.0,1636148068921376768,2051292907615354240,221256976,0.1747,0.1992,0.2128,0.2143,0.9926,1.956,-1.096,0.222,-1.62,0.235,-0.0433,0.0062,-0.1963,-0.0084,0.1236,-0.0322,-0.343,-0.1335,-0.1792,0.0046,382,0,379,3,86.0909,11502.0,2.209,161.04,95,False,,1.4807,0.0503,-0.057,0.035,0.034,-0.086,-0.021,45,27,0.336804,51,0.05558,102.1,51,0,5.46,0,317,2287.77432,6.30197,363.025,17.288834,0.004067,46,1392.44,25.1582,55.3473,17.479103,0.019814,47,2234.54,27.6854,80.7117,16.374928,0.013973,1.585,0.0,15.0,0.0,17.0,0,1.104176,0.190269,0.913906,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,2e-06,0.999958,,,,,,,,,,,,,,,,,,,,,,,290.22622592433,37.75959616111,3.597918,3.833328,0.0064,0.072339
32,32,2437505,21.476,np,4.945,0.015,,,,,,,,,a,21.476422,0.0001407,0.06,290.2303,37.7775,69.9671,10.8998,17.29,-1.0,Gaia DR3 2051293079414230912,290.23002790431,37.77762047769,0.0,0.0,10.0,1636148068921376768,2051293079414230912,960447016,0.0861,0.1029,0.2901,0.1079,2.6893,5.745,-1.026,0.111,-5.653,0.124,0.0663,0.098,-0.0428,-0.0132,0.0556,-0.0424,-0.2519,-0.0775,0.0349,0.1557,359,0,359,0,-0.7208,348.94,0.0,0.0,31,False,1.477,,,,,,,,42,26,0.180262,46,0.02692,4.663,0,0,0.972,0,357,882.0636,1.40089,629.645,18.323618,0.00325,25,385.678,6.23028,61.9038,18.872978,0.01776,24,681.862,10.2236,66.6947,17.663654,0.016712,1.21,0.0,0.0,0.0,0.0,0,1.209324,0.54936,0.659964,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999995,4658.1,4640.9,4684.3,4.8118,4.766,4.8391,-1.2385,-1.4075,-0.9649,1552.5096,1476.8425,1693.5254,0.0149,0.0038,0.0492,0.0116,0.0029,0.0386,0.0063,0.0016,0.0207,PHOENIX,290.23003367194,37.77764560004,1.783416,2.018636,0.156,0.887166
33,33,2438061,4.886,sp,4.741,1.476,4.709,4.738,,,0.226,0.485,,,,4.8858521,1.67e-05,0.3,290.277,37.791,69.9959,10.8725,-1.0,-1.0,Gaia DR3 2051105784476572032,290.27697663594,37.79099636211,0.0,0.0,18.0,1636148068921376768,2051105784476572032,1364403523,0.0663,0.0774,0.3198,0.082,3.9021,2.474,-0.453,0.086,-2.432,0.099,0.111,0.141,-0.1035,-0.0051,0.1338,-0.0209,-0.2099,-0.0654,-0.0355,0.2051,343,0,341,2,1.0811,379.63,0.256,1.0838,31,False,1.486,,,,,,,,40,27,0.143822,45,0.02161,174.8,0,0,1.041,0,347,1536.5479,2.85384,538.414,17.721,0.003414,42,726.517,7.93236,91.5889,18.185429,0.012178,40,1242.94,9.85276,126.151,17.011772,0.0094,1.282,0.0,23.0,0.0,23.0,0,1.173656,0.464428,0.709229,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999945,4685.5,4664.0,4753.9,4.7495,4.6898,4.7943,-0.8393,-1.0567,-0.5865,1325.936,1223.4552,1487.251,0.0258,0.0054,0.0901,0.0202,0.0042,0.0709,0.0108,0.0023,0.0377,PHOENIX,290.27697918387,37.79100717129,1.379828,1.598282,0.2031,0.068014
34,34,2438490,3.316,sp,3.269,1.581,3.194,3.307,3.341,,0.162,0.106,0.139,,,3.3157673,4.36e-05,0.34,290.3259,37.7615,69.9863,10.8248,17.772,5317.0,Gaia DR3 2051105548255223680,290.32599197732,37.76153566725,0.0,0.0,178.0,1636148068921376768,2051105548255223680,1405012507,0.0637,0.0772,-0.0347,0.0792,-0.4386,2.331,-0.331,0.086,-2.308,0.098,-0.0146,0.0462,-0.2066,-0.0422,0.0505,-0.0497,-0.3104,-0.0603,-0.0792,0.0384,397,0,397,0,0.583,425.52,0.0,0.0,31,False,1.48,,,,,,,,47,29,0.13935,51,0.02886,19.21,0,0,1.02,0,400,1318.94751,2.82652,466.633,17.886799,0.003606,48,595.653,7.52973,79.1069,18.401058,0.014006,45,1007.08,10.2662,98.0964,17.240236,0.011696,1.215,0.0,1.0,0.0,3.0,0,1.160822,0.514259,0.646563,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999985,4731.3,4717.8,4750.6,4.659,4.606,4.6861,-0.8345,-0.9224,-0.743,1652.4967,1577.4377,1813.9379,0.0135,0.0034,0.0316,0.0106,0.0027,0.025,0.0057,0.0014,0.0134,PHOENIX,290.32599383621,37.7615459236,1.390471,1.599455,0.0416,0.289517
35,35,2440757,1.434,np,2.861,0.106,,,,,,,,,a,1.4337707,1.8e-06,0.36,290.8437,37.7288,70.1403,10.443,15.122,5990.0,Gaia DR3 2052588995598461056,290.8436980917,37.72882342495,0.0,0.0,12.0,1636148068921376768,2052588995598461056,794771283,0.0219,0.0253,0.6292,0.0274,22.9898,3.225,3.175,0.029,-0.567,0.033,0.0638,0.0698,0.0912,-0.1076,0.079,-0.0842,-0.1597,-0.0744,-0.1223,-0.029,356,0,354,2,7.8668,624.27,0.192,9.0487,31,False,1.542,,,,,,,,41,26,0.045463,45,0.024,11.9,1,0,1.311,0,367,17633.25958,4.85071,3635.19,15.071535,0.002771,42,9249.42,15.89,582.09,15.423256,0.003356,40,12050.0,11.0734,1088.19,14.545428,0.003909,1.208,0.0,2.0,0.0,1.0,0,0.877828,0.351721,0.526107,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999971,5605.1,5552.9,5726.8,4.2305,4.1818,4.2626,-0.5425,-0.606,-0.4151,1440.9241,1361.231,1600.976,0.1427,0.1082,0.2203,0.1189,0.0901,0.1842,0.0643,0.0487,0.0994,MARCS,290.84368025257,37.72882594682,0.460186,0.525595,-0.0196,0.0783
36,36,2441161,4.384,sp,4.332,1.543,,,,,,,,,,4.38398,2.85e-05,0.22,290.9384,37.7012,70.1489,10.3636,16.654,5112.0,Gaia DR3 2052541613518001664,290.93840947815,37.70113377648,0.0,0.0,11.0,1636148068921376768,2052541613518001664,883543884,0.032,0.0374,0.4365,0.0402,10.8674,4.825,-4.063,0.043,-2.602,0.048,0.0598,0.0684,0.0138,-0.0479,0.1111,-0.0473,-0.199,-0.1066,-0.0786,0.023,394,0,392,2,-1.1335,371.31,0.0,0.0,31,False,1.49,,,,,,,,45,28,0.066808,47,0.01408,161.5,0,0,0.959,0,385,4380.79802,4.48317,977.164,16.583485,0.002971,45,2054.94,8.38251,245.146,17.056547,0.005235,40,3385.38,10.7104,316.084,15.923878,0.005107,1.242,0.0,27.0,0.0,24.0,0,1.132669,0.473063,0.659607,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999957,5266.7,5226.7,5302.7,4.5839,4.5695,4.6013,-0.4526,-0.4985,-0.4092,1167.486,1132.6674,1203.8368,0.4753,0.4464,0.5017,0.3831,0.3593,0.4049,0.206,0.1932,0.2176,MARCS,290.93843230092,37.70114534152,0.682799,0.772795,0.0274,0.234842
37,37,2442084,49.789,sp,22.579,0.761,21.614,22.647,,,0.093,0.111,,,,49.7885977,0.0002837,0.03,291.1601,37.7611,70.2828,10.2333,15.591,4005.0,Gaia DR3 2052546045924346880,291.16003801049,37.76105272667,0.0,0.0,7.0,1636148068921376768,2052546045924346880,1427423816,0.0277,0.0336,2.1882,0.0354,61.8994,9.124,-6.854,0.035,-6.023,0.041,0.0474,0.007,-0.0841,-0.055,0.1989,-0.0796,-0.2162,-0.1291,-0.0909,0.0573,402,0,401,1,10.8767,807.49,0.292,13.472,31,False,1.368,,,,,,,,46,29,0.057261,49,0.02471,159.4,26,0,1.409,0,406,10976.12904,6.25869,1753.74,15.586244,0.002824,44,3589.06,10.2518,350.091,16.45109,0.004172,43,11129.3,13.3856,831.439,14.631724,0.003999,1.341,0.0,0.0,0.0,1.0,0,1.819366,0.864846,0.954519,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.992964,,,,,,,,,,,,,,,,,,,,,,,291.16007654195,37.76107949426,0.564882,0.657526,0.0632,0.24706
38,38,2444187,0.39,ev,,,,,,,,,,,,0.3901594,3e-07,0.76,291.6323,37.738,70.4318,9.8892,14.138,6162.0,Gaia DR3 2051808892101012736,291.63228962443,37.7378823756,0.0,0.0,178.0,1636148068921376768,2051808892101012736,1405117387,0.0098,0.0111,0.8502,0.0123,69.3852,12.263,-5.566,0.013,-10.927,0.014,-0.0087,0.1536,-0.1757,-0.0423,0.1917,-0.0502,-0.2614,-0.1385,-0.147,-0.001,433,0,432,1,-1.4488,388.2,0.0,0.0,31,False,1.57,,,,,,,,50,29,0.019398,53,0.006963,147.6,0,0,0.95,0,445,54005.22175,372.562,144.956,13.856277,0.007981,51,29599.6,633.564,46.7192,14.160327,0.023407,50,35204.7,678.142,51.9134,13.381394,0.021253,1.2,0.0,0.0,0.0,1.0,0,0.778933,0.304049,0.474883,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999794,6108.8,6082.0,6128.0,4.1588,4.1465,4.172,0.1592,0.1391,0.1724,1126.8412,1110.5916,1142.9928,0.0347,0.0179,0.0489,0.0296,0.0153,0.0418,0.0159,0.0081,0.0224,MARCS,291.63232090609,37.73793093879,0.211812,0.223036,0.0035,0.420751
39,39,2445134,8.412,sp,8.153,0.174,,,,,,,,,,8.4120089,2.28e-05,0.16,291.8497,37.7386,70.5112,9.7361,13.551,5999.0,Gaia DR3 2051806555638910720,291.8496778407,37.73859944121,0.0,0.0,173.0,1636148068921376768,2051806555638910720,700483772,0.0092,0.0103,1.0857,0.0112,96.9278,6.569,-2.888,0.013,-5.9,0.015,-0.0305,-0.0128,-0.1897,0.0535,0.1044,0.051,-0.2357,0.0003,0.0518,0.0522,399,0,399,0,-1.3941,357.9,0.0,0.0,31,False,1.564,,,,,,,,47,28,0.020564,49,0.01794,156.8,0,0,0.95,0,369,75427.50979,13.9443,5409.22,13.493543,0.002763,44,41187.5,25.7454,1599.8,13.801629,0.002872,42,48978.1,27.6763,1769.68,13.022892,0.003829,1.195,0.0,1.0,0.0,0.0,0,0.778737,0.308086,0.470651,35.88,3.85,2.0,19.0,8.0,15.0,10.192,,,825.886,,6000.0,4.0,-0.25,222.0,,,,12.817642,0.040936,12.0,,VARIABLE,0.0,0.0,0.999937,,,,,,,,,,,,,,,,,,,,,,,291.84969407138,37.73862566423,0.21616,0.237357,0.0467,0.063601
