,KIC,Porb,Class,PACF,hACF,P1min,P1max,P2min,P2max,h1min,h1max,h2min,h2max,Note
873,6927629,7.735,sp,8.888,0.813,8.877,9.146,,,0.168,0.077,,,
874,6933781,130.42,np,32.428,0.1,,,,,,,,,a
875,6934587,1.571,sp,1.573,1.267,1.555,1.558,1.588,1.613,0.089,0.033,0.034,0.033,
876,6936977,36.473,sp,10.482,1.333,,,,,,,,,
877,6939670,4.239,sp,4.209,1.463,4.113,4.248,4.424,,0.059,0.173,0.09,,
878,6947164,70.583,np,70.925,0.832,,,,,,,,,a
879,6947666,56.69,np,62.77,0.206,,,,,,,,,a
880,6948480,175.329,np,40.377,0.2,,,,,,,,,a
881,6948815,1.542,ev,,,,,,,,,,,
882,6949550,7.841,sp,6.947,0.687,6.934,7.32,,,0.069,0.036,,,
883,6956014,1.851,sp,3.698,0.204,4.153,4.211,4.543,,0.007,0.014,0.034,,b
884,6956216,4.819,ev,,,,,,,,,,,
885,6960446,10.149,np,12.894,0.418,,,,,,,,,a
886,6960487,34.526,np,68.923,0.416,,,,,,,,,a
887,6960913,59.88,sp,35.779,0.431,,,,,,,,,
888,6962018,1.27,sp,1.267,1.066,1.267,1.27,,,0.17,0.236,,,
889,6964043,5.363,np,2.064,0.223,,,,,,,,,a
890,6965293,5.078,sp,5.149,1.088,5.069,5.36,5.481,5.609,0.018,0.034,0.012,0.011,
891,6966265,0.313,ev,,,,,,,,,,,
892,7009828,10.642,sp,11.014,1.156,10.98,11.27,,,0.04,0.094,,,
893,7019489,24.26,np,32.244,0.133,,,,,,,,,a
894,7021177,18.645,sp,6.355,0.995,,,,,,,,,
895,7023917,0.773,ev,,,,,,,,,,,
896,7023960,30.883,np,185.149,0.385,,,,,,,,,a
897,7024530,66.153,sp,11.116,1.182,10.481,11.56,,,0.054,0.093,,,
898,7025540,2.148,sp,2.146,1.497,2.138,2.152,,,0.159,0.241,,,
899,7025851,4.681,sp,4.781,1.253,,,,,,,,,
900,7033748,4.393,ev,,,,,,,,,,,
901,7035139,0.31,ev,,,,,,,,,,,
902,7037405,207.151,np,85.903,0.034,,,,,,,,,a
903,7037540,14.406,np,28.73,0.143,,,,,,,,,a
904,7038831,0.627,sp,0.613,0.619,0.627,0.629,,,0.061,0.043,,,
905,7047299,35.882,sp,17.716,0.773,16.334,17.116,17.58,19.672,0.018,0.018,0.023,0.017,
906,7049486,26.718,sp,8.807,0.892,8.797,9.103,,,0.084,0.062,0.103,0.103,
907,7051984,0.678,sp,24.214,0.503,21.993,25.223,26.562,28.276,0.045,0.02,0.02,0.042,
908,7060333,2.527,ev,,,,,,,,,,,
909,7097571,2.214,ev,,,,,,,,,,,
910,7105574,20.726,sp,8.746,1.123,8.445,8.793,9.267,9.671,0.048,0.078,0.035,0.014,
911,7107567,0.813,sp,0.817,0.777,,,,,,,,,
912,7108433,1.519,ev,,,,,,,,,,,
913,7115291,52.803,np,105.948,0.012,,,,,,,,,a
914,7117003,428.3,np,113.713,0.005,,,,,,,,,a
915,7117153,0.36,ev,,,,,,,,,,,
916,7117541,1.586,np,1.553,0.27,,,,,,,,,a
917,7118545,14.797,np,188.745,0.155,,,,,,,,,a
918,7118621,0.371,ev,,,,,,,,,,,
919,7119757,0.743,ev,,,,,,,,,,,
920,7119876,0.366,ev,,,,,,,,,,,
921,7121885,33.938,np,33.961,0.457,,,,,,,,,a
922,7122259,20.882,np,167.393,0.425,,,,,,,,,a
923,7125636,6.491,sp,7.417,1.442,,,,,,,,,
924,7128918,7.119,sp,8.173,0.834,,,,,,,,,
925,7129465,5.492,sp,6.089,1.225,,,,,,,,,
926,7130044,0.298,ev,,,,,,,,,,,
927,7132542,66.361,np,65.469,0.099,,,,,,,,,a
928,7133286,38.511,sp,38.231,1.441,37.955,40.037,,,0.339,0.159,,,
929,7136958,29.016,np,87.007,0.769,,,,,,,,,a
930,7137798,2.254,ev,,,,,,,,,,,
931,7174349,2.974,sp,2.963,1.217,2.963,2.981,,,0.362,0.147,,,
932,7174617,1.608,sp,1.594,1.353,1.581,1.592,1.614,,0.029,0.052,0.193,,
933,7177553,17.996,sp,11.749,1.152,11.841,12.069,,,0.301,0.133,,,
934,7177892,1.386,ev,,,,,,,,,,,
935,7186665,8.559,np,28.975,0.013,,,,,,,,,a
936,7198474,0.242,ev,,,,,,,,,,,
937,7199353,0.282,ev,,,,,,,,,,,
938,7199774,4.708,sp,4.761,1.29,,,,,,,,,
939,7200102,14.666,sp,6.661,1.498,6.595,6.716,,,0.322,0.25,,,
940,7203179,2.246,ev,,,,,,,,,,,
941,7212066,3.84,sp,4.066,1.486,4.051,4.067,,,0.431,0.174,,,
942,7212722,2.316,sp,2.309,0.539,,,,,,,,,
943,7219906,35.09,np,142.443,0.034,,,,,,,,,a
944,7220320,0.752,ev,,,,,,,,,,,
945,7255336,2.406,sp,2.411,1.388,,,,,,,,,
946,7257373,10.467,sp,12.199,0.43,11.809,12.298,,,0.051,0.052,,,
947,7258889,0.904,ev,,,,,,,,,,,
948,7259917,0.385,ev,,,,,,,,,,,
949,7269493,1.908,sp,20.536,0.895,18.548,22.444,,,0.035,0.066,,,
950,7270230,6.998,sp,8.071,1.607,,,,,,,,,
951,7272739,0.281,ev,,,,,,,,,,,
952,7284688,0.646,sp,0.654,0.377,0.643,0.648,,,0.064,0.023,,,
953,7287391,4.286,sp,4.986,1.535,4.979,5.032,,,0.302,0.287,,,
954,7295570,3.604,sp,3.596,1.144,,,,,,,,,
955,7296094,0.891,np,0.879,0.373,,,,,,,,,a
956,7336754,12.155,sp,13.915,1.094,13.247,14.272,,,0.064,0.145,,,
957,7339123,0.347,ev,,,,,,,,,,,
958,7339345,0.26,ev,,,,,,,,,,,
959,7348206,0.401,ev,,,,,,,,,,,
960,7353970,198.443,np,98.776,0.434,,,,,,,,,a
961,7357531,502.124,np,27.79,0.105,,,,,,,,,a
962,7362696,4.931,np,2.759,0.012,,,,,,,,,a
963,7362751,0.338,ev,,,,,,,,,,,
964,7362852,7.037,sp,7.213,0.909,7.143,7.384,,,0.1,0.053,,,
965,7365447,2.525,ev,,,,,,,,,,,
966,7366145,0.864,ev,,,,,,,,,,,
967,7367833,0.286,ev,,,,,,,,,,,
968,7368103,2.183,ev,,,,,,,,,,,
969,7369523,5.319,sp,5.19,0.397,,,,,,,,,
970,7374746,2.734,sp,2.677,0.786,2.658,2.671,,,0.215,0.068,,,
971,7375348,25.309,np,10.033,0.234,,,,,,,,,a
972,7375795,19.301,np,74.154,0.016,,,,,,,,,a
973,7376500,5.877,sp,3.617,0.274,,,,,,,,,b
974,7376983,5.645,sp,32.571,0.823,30.597,33.589,,,0.038,0.068,,,
975,7377033,3.914,sp,3.964,1.621,,,,,,,,,
976,7377343,15.909,np,2.023,0.469,,,,,,,,,a
977,7377422,107.623,sp,53.025,1.051,54.478,59.47,,,0.208,0.064,,,
978,7378178,0.624,ev,,,,,,,,,,,
979,7382250,1.419,ev,,,,,,,,,,,
980,7383021,0.466,np,7.029,1.326,6.959,7.259,,,0.087,0.053,,,a
981,7385478,1.655,pux,,,,,,,,,,,
982,7422883,11.415,pu,,,,,,,,,,,
983,7431703,0.573,ev,,,,,,,,,,,
984,7432479,0.408,ev,,,,,,,,,,,
985,7433513,0.701,ev,,,,,,,,,,,
986,7436177,19.934,np,119.86,0.119,,,,,,,,,a
987,7440742,0.284,ev,,,,,,,,,,,
988,7449844,1.152,sp,1.389,1.268,,,,,,,,,
989,7455553,6.516,np,13.078,0.217,,,,,,,,,a
990,7456521,276.43,np,72.253,0.158,,,,,,,,,a
991,7458285,0.661,ev,,,,,,,,,,,
992,7466863,11.971,np,58.624,0.024,,,,,,,,,a
993,7501230,0.893,ev,,,,,,,,,,,
994,7506446,0.353,ev,,,,,,,,,,,
995,7512381,0.424,ev,,,,,,,,,,,
996,7515679,5.59,pu,,,,,,,,,,,
997,7516345,0.492,ev,,,,,,,,,,,
998,7518816,0.467,ev,,,,,,,,,,,
999,7523733,3.121,ev,,,,,,,,,,,
1000,7532973,2.145,ev,,,,,,,,,,,
1001,7541502,44.827,ot,,,,,,,,,,,
1002,7549265,1.962,ev,,,,,,,,,,,
1003,7552344,2.001,np,14.038,0.128,,,,,,,,,a
1004,7584739,0.912,ev,,,,,,,,,,,
1005,7584826,0.622,ev,,,,,,,,,,,
1006,7590728,0.477,ev,,,,,,,,,,,
1007,7593110,3.549,sp,4.087,1.615,4.05,4.089,,,0.137,0.132,,,
1008,7597095,0.301,ev,,,,,,,,,,,
1009,7597703,9.218,sp,9.645,1.146,,,,,,,,,
1010,7598128,44.258,np,3.739,0.156,,,,,,,,,a
1011,7599004,4.823,np,5.456,0.026,,,,,,,,,a
1012,7601633,15.664,sp,9.358,0.256,9.301,9.472,9.817,9.974,0.049,0.036,0.061,0.037,
1013,7601767,0.487,ev,,,,,,,,,,,
1014,7605600,3.326,sp,3.903,1.009,3.809,3.993,,,0.13,0.115,,,
1015,7610340,1.518,ev,,,,,,,,,,,
1016,7610486,0.458,ev,,,,,,,,,,,
1017,7620844,58.622,np,176.22,0.613,,,,,,,,,a
1018,7624297,18.02,sp,18.431,0.614,,,,,,,,,
1019,7627059,0.324,ev,,,,,,,,,,,
1020,7630658,2.151,ev,,,,,,,,,,,
1021,7657914,0.475,ev,,,,,,,,,,,
1022,7668648,27.819,np,55.906,0.232,,,,,,,,,a
1023,7670485,8.468,sp,9.91,0.434,9.768,9.997,,,0.119,0.04,,,
1024,7670617,24.704,np,24.766,0.953,,,,,,,,,a
1025,7671594,1.41,sp,1.41,1.555,,,,,,,,,
1026,7672940,1064.27,np,5.517,0.176,,,,,,,,,a
1027,7674050,472.222,np,16.347,0.004,,,,,,,,,a
1028,7676610,1.226,ev,,,,,,,,,,,
1029,7677005,38.058,np,36.719,1.012,,,,,,,,,a
1030,7678434,10.372,sp,23.376,0.955,21.195,23.817,,,0.033,0.095,,,
1031,7681230,0.963,np,0.899,0.06,,,,,,,,,a
1032,7684873,2.947,sp,5.864,0.748,5.695,5.936,,,0.027,0.043,,,
1033,7685689,0.325,ev,,,,,,,,,,,
1034,7690843,0.786,ev,,,,,,,,,,,
1035,7691527,4.8,sp,4.659,1.099,,,,,,,,,
1036,7695093,4.033,sp,3.985,0.766,,,,,,,,,
1037,7696778,0.331,ev,,,,,,,,,,,
1038,7697065,0.273,ev,,,,,,,,,,,
1039,7698650,0.599,ev,,,,,,,,,,,
1040,7700578,1.507,ev,,,,,,,,,,,
1041,7707742,0.758,ev,,,,,,,,,,,
1042,7708193,7.942,sp,8.95,1.617,,,,,,,,,
1043,7709086,0.409,ev,,,,,,,,,,,
1044,7732791,2.064,sp,2.064,0.81,2.047,2.068,,,0.145,0.375,,,
1045,7733540,0.773,ce,1.553,1.518,1.545,1.547,,,0.494,0.3,,,
1046,7733731,4.858,np,14.017,0.58,,,,,,,,,a
1047,7740302,1.154,ev,,,,,,,,,,,
1048,7740566,0.297,ev,,,,,,,,,,,
1049,7743464,55.249,np,110.198,0.738,,,,,,,,,a
1050,7750740,5.874,sp,5.967,1.223,5.932,6.159,,,0.125,0.064,,,
1051,7751562,17.042,np,101.392,0.116,,,,,,,,,a
1052,7763269,6.408,sp,4.863,1.678,,,,,,,,,
1053,7766185,0.835,ev,,,,,,,,,,,
1054,7767559,4.409,sp,5.108,1.417,5.024,5.224,,,0.086,0.035,,,
1055,7767733,25.198,np,25.215,0.807,,,,,,,,,a
1056,7767774,0.173,ev,,,,,,,,,,,
1057,7768447,122.5,np,1.063,0.085,,,,,,,,,a
1058,7769072,0.609,np,4.128,0.012,,,,,,,,,a
1059,7770471,1.158,ev,,,,,,,,,,,
1060,7770569,903.59,np,181.982,0.011,,,,,,,,,a
1061,7777443,0.885,ev,,,,,,,,,,,
1062,7778437,5.014,np,2.616,0.255,,,,,,,,,a
1063,7798259,1.734,sp,1.737,1.086,1.721,1.74,,,0.075,0.061,,,
1064,7802136,10.98,sp,14.773,1.242,13.92,15.347,,,0.066,0.147,,,
1065,7811211,0.902,sp,0.899,1.238,0.901,0.903,,,0.184,0.318,,,
1066,7812175,17.794,np,32.673,0.049,,,,,,,,,a
1067,7812455,0.904,np,0.858,0.102,,,,,,,,,a
1068,7813039,141.734,np,36.842,0.358,,,,,,,,,a
1069,7816680,8.585,sp,11.034,0.652,11.056,11.263,,,0.064,0.208,,,
1070,7818448,0.619,ev,,,,,,,,,,,
1071,7821010,24.238,np,156.848,0.006,,,,,,,,,a
1072,7821450,0.315,ev,,,,,,,,,,,
1073,7830321,2.027,sp,2.023,1.44,,,,,,,,,
1074,7830637,121.599,np,122.622,0.576,,,,,,,,,a
1075,7831363,2.817,sp,2.779,1.676,,,,,,,,,
1076,7836330,0.658,sp,0.654,1.038,0.655,0.659,,,0.05,0.116,,,
1077,7837302,23.837,sp,23.805,0.871,,,,,,,,,
1078,7837526,28.297,sp,25.767,0.435,20.549,24.046,28.276,,0.01,0.013,0.142,,
1079,7838639,4.226,sp,4.209,1.126,4.147,4.228,4.239,4.356,0.038,0.033,0.025,0.025,
1080,7838906,5.615,sp,2.043,0.184,2.096,2.112,2.255,2.29,0.017,0.008,0.006,0.007,
1081,7839027,0.721,ev,,,,,,,,,,,
1082,7840035,13.542,sp,5.783,1.263,5.762,5.839,,,0.26,0.279,,,
1083,7842610,1.944,np,1.941,0.842,,,,,,,,,a
1084,7846730,11.028,sp,14.957,0.084,13.713,14.179,22.884,30.651,0.016,0.04,0.02,0.011,
1085,7847927,70.376,np,70.823,0.689,,,,,,,,,a
1086,7866921,91.5,np,91.256,0.702,,,,,,,,,a
1087,7871200,0.243,ev,,,,,,,,,,,
1088,7877062,0.304,ev,,,,,,,,,,,
1089,7877824,9.449,sp,8.337,0.23,8.701,8.788,,,0.046,0.018,0.05,0.05,
1090,7878402,0.374,ev,,,,,,,,,,,
1091,7879399,0.393,ev,,,,,,,,,,,
1092,7885570,1.729,sp,1.716,1.278,1.704,1.706,1.73,1.737,0.044,0.077,0.267,0.089,
1093,7886329,0.567,sp,0.572,0.339,,,,,,,,,
1094,7890379,0.345,ev,,,,,,,,,,,
1095,7898576,8.647,np,62.875,0.396,,,,,,,,,a
1096,7905209,0.42,ev,,,,,,,,,,,
1097,7906882,52.514,np,39.416,0.179,,,,,,,,,a
1098,7918172,191.807,np,41.337,0.073,,,,,,,,,a
1099,7919653,4.21,sp,4.189,1.009,4.179,4.285,,,0.127,0.043,,,
1100,7938468,7.227,ev,,,,,,,,,,,
1101,7938870,0.581,ev,,,,,,,,,,,
1102,7940533,3.906,sp,3.862,1.536,,,,,,,,,
1103,7941050,0.298,ev,,,,,,,,,,,
1104,7941635,0.763,sp,0.756,0.922,0.76,0.763,,,0.108,0.133,,,
1105,7943535,4.719,sp,4.659,1.456,,,,,,,,,
1106,7943602,14.692,sp,14.59,1.36,14.413,14.629,,,0.187,0.395,,,
1107,7947631,2.517,sp,2.472,0.857,,,,,,,,,
1108,7950775,8.967,sp,8.173,1.056,7.98,8.239,,,0.078,0.081,,,
1109,7950962,0.827,ev,,,,,,,,,,,
1110,7950964,0.827,ev,,,,,,,,,,,
1111,7955301,15.324,np,15.325,0.793,,,,,,,,,a
1112,7959612,0.243,ev,,,,,,,,,,,
1113,7960547,6.767,sp,6.947,0.87,,,,,,,,,
1114,7967100,1.927,sp,1.941,1.199,1.915,1.927,2.04,2.058,0.036,0.096,0.035,0.014,
1115,7970629,2.051,ev,,,,,,,,,,,
1116,7970760,7.649,sp,8.316,0.164,,,,,,,,,
1117,7971389,26.35,sp,12.035,1.001,11.738,12.491,,,0.042,0.125,,,
1118,7972785,7.301,np,7.295,0.485,,,,,,,,,a
1119,7975727,22.418,np,112.099,0.482,,,,,,,,,a
1120,7975824,0.404,ev,,,,,,,,,,,
1121,7977261,0.926,ev,,,,,,,,,,,
1122,7985167,1.384,sp,1.369,0.889,1.368,1.372,1.385,1.388,0.033,0.078,0.07,0.151,
1123,7987749,17.031,sp,17.409,0.797,17.545,17.995,,,0.099,0.117,,,
1124,8005892,958.0,sp,20.842,0.93,19.672,21.56,23.498,26.126,0.053,0.094,0.013,0.009,
1125,8008128,14.854,sp,9.093,0.664,8.662,9.912,10.29,11.277,0.019,0.023,0.012,0.006,
1126,8009500,38.477,np,115.368,0.907,,,,,,,,,a
1127,8013439,8.256,np,10.074,0.391,,,,,,,,,a
1128,8016211,3.175,np,3.147,0.198,,,,,,,,,a
1129,8016214,3.175,sp,3.106,1.258,,,,,,,,,
1130,8019043,1.986,sp,1.982,0.916,1.963,1.989,2.011,2.034,0.009,0.029,0.032,0.018,
1131,8022489,197.511,np,72.764,0.003,,,,,,,,,a
1132,8023317,16.579,np,132.982,0.209,,,,,,,,,a
1133,8028158,0.271,ev,,,,,,,,,,,
1134,8029708,0.314,ev,,,,,,,,,,,
1135,8043714,6.815,sp,8.746,1.33,,,,,,,,,
1136,8043961,1.559,ev,,,,,,,,,,,
1137,8044608,106.176,np,106.337,0.438,,,,,,,,,a
1138,8052474,245.44,np,99.369,0.177,,,,,,,,,a
1139,8053107,0.389,ev,,,,,,,,,,,
1140,8054233,1058.0,np,39.416,0.003,,,,,,,,,a
1141,8059303,0.373,ev,,,,,,,,,,,
1142,8074045,0.536,ev,,,,,,,,,,,
1143,8074805,170.874,np,170.845,0.704,,,,,,,,,a
1144,8075618,17.561,sp,7.928,1.487,7.9,8.12,,,0.194,0.064,,,
1145,8081389,1.489,ev,,,,,,,,,,,
1146,8081482,2.819,sp,2.779,1.269,2.745,2.775,2.812,2.895,0.059,0.036,0.039,0.021,
1147,8087799,0.926,ev,,,,,,,,,,,
1148,8088354,2.898,sp,2.943,0.591,2.876,2.968,2.991,3.026,0.073,0.072,0.063,0.039,
1149,8094140,0.706,sp,0.715,0.894,0.705,0.707,,,0.126,0.159,,,
1150,8095099,4.206,sp,4.148,0.842,4.134,4.179,,,0.19,0.086,,,
1151,8097553,0.391,ev,,,,,,,,,,,
1152,8097825,2.937,sp,2.902,1.194,2.872,2.879,2.937,2.957,0.179,0.055,0.086,0.072,
1153,8097902,0.332,ev,,,,,,,,,,,
1154,8098300,4.306,sp,4.025,0.219,4.306,4.332,,,0.017,0.035,0.018,0.018,
1155,8104030,46.84,np,61.648,0.01,,,,,,,,,a
1156,8106973,439.108,np,37.945,0.092,,,,,,,,,a
1157,8108437,351.29,np,75.727,0.047,,,,,,,,,a
1158,8108785,0.229,ev,,,,,,,,,,,
1159,8111381,2.234,np,2.227,0.506,,,,,,,,,a
1160,8111622,15.446,sp,6.743,0.922,6.56,6.973,,,0.028,0.042,,,
1161,8112013,1.791,ev,,,,,,,,,,,
1162,8112324,0.576,sp,0.572,0.677,,,,,,,,,
1163,8113154,2.587,pu,,,,,,,,,,,
1164,8127648,2.047,sp,2.043,1.355,2.034,2.048,,,0.293,0.189,,,
1165,8128067,12.43,sp,3.269,1.674,3.213,3.244,3.297,3.357,0.101,0.093,0.026,0.031,
1166,8128965,7.14,sp,7.234,0.926,7.155,7.394,,,0.063,0.061,,,
1167,8129189,53.647,np,55.539,0.278,,,,,,,,,a
1168,8143170,28.786,np,86.843,0.499,,,,,,,,,a
1169,8143757,0.357,ev,,,,,,,,,,,
1170,8145477,0.566,ev,,,,,,,,,,,
1171,8145789,1.671,sp,1.655,0.933,1.667,1.671,,,0.135,0.123,,,
1172,8153568,3.607,pu,,,,,,,,,,,
1173,8155368,0.719,sp,0.715,0.381,0.716,0.72,,,0.026,0.039,,,
1174,8155584,26.018,sp,8.95,1.506,,,,,,,,,
1175,8166095,0.799,ev,,,,,,,,,,,
1176,8167978,22.053,np,7.172,0.012,,,,,,,,,a
1177,8176653,2.867,sp,21.455,0.636,22.706,25.742,,,0.082,0.042,,,
1178,8177798,2.9,ev,,,,,,,,,,,
1179,8179747,17.946,sp,15.162,1.055,14.954,16.168,,,0.083,0.061,,,
1180,8180020,5.803,sp,6.518,1.441,,,,,,,,,
1181,8182360,0.695,ev,,,,,,,,,,,
1182,8183389,32.44,np,32.612,0.856,,,,,,,,,a
1183,8183540,0.684,ev,,,,,,,,,,,
1184,8192840,0.434,ev,,,,,,,,,,,
1185,8193315,2.624,pux,,,,,,,,,,,
1186,8195877,1.51,sp,1.512,1.522,1.487,1.49,1.51,1.523,0.091,0.256,0.023,0.033,
1187,8196180,3.672,ot,,,,,,,,,,,
1188,8197406,2.513,pu,,,,,,,,,,,
1189,8197761,19.738,pu,,,,,,,,,,,
1190,8210721,22.673,np,21.946,0.951,,,,,,,,,a
1191,8211605,20.98,np,86.475,0.008,,,,,,,,,a
1192,8211618,0.337,ev,,,,,,,,,,,
1193,8211824,0.841,sp,0.838,0.563,0.839,0.844,,,0.094,0.081,,,
1194,8218274,1.187,ev,,,,,,,,,,,
1195,8219268,6.247,np,71.62,0.076,,,,,,,,,a
1196,8222813,8.704,np,40.357,0.072,,,,,,,,,a
1197,8223328,35.516,sp,7.254,0.907,7.109,7.504,,,0.081,0.036,,,
1198,8223655,280.158,np,32.142,0.433,,,,,,,,,a
1199,8229048,5.479,sp,5.824,0.191,6.256,6.388,,,0.027,0.009,0.01,0.01,
1200,8230809,4.078,sp,4.025,1.164,,,,,,,,,
1201,8231877,2.616,sp,2.616,0.823,2.614,2.62,,,0.108,0.115,,,
1202,8234477,4.029,ev,,,,,,,,,,,
1203,8240109,2.301,ev,,,,,,,,,,,
1204,8240861,0.898,ev,,,,,,,,,,,
1205,8241079,10.919,np,9.604,0.436,,,,,,,,,a
1206,8241252,0.354,ev,,,,,,,,,,,
1207,8242493,0.283,ev,,,,,,,,,,,
1208,8242681,4.021,sp,3.964,1.205,3.933,3.979,,,0.219,0.082,,,
1209,8243263,3.519,ev,,,,,,,,,,,
1210,8244173,2.184,sp,2.186,1.241,2.167,2.186,,,0.099,0.256,,,
1211,8246781,185.023,np,184.413,0.213,,,,,,,,,a
1212,8248812,0.685,ev,,,,,,,,,,,
1213,8257407,89.698,np,89.888,0.669,,,,,,,,,a
1214,8257903,0.515,ev,,,,,,,,,,,
1215,8262223,1.613,ev,,,,,,,,,,,
1216,8263746,10.994,sp,10.585,0.546,,,,,,,,,
1217,8263752,10.994,np,20.904,0.113,,,,,,,,,a
1218,8263940,0.515,ev,,,,,,,,,,,
1219,8264097,2.897,np,2.82,0.374,,,,,,,,,a
1220,8265951,0.78,ev,,,,,,,,,,,
1221,8279765,2.758,sp,2.738,1.562,2.732,2.755,,,0.219,0.456,,,
1222,8280135,0.287,ev,,,,,,,,,,,
1223,8285254,7.536,sp,7.479,1.428,7.419,7.527,,,0.195,0.23,,,
1224,8285349,0.667,ev,,,,,,,,,,,
1225,8285970,0.562,np,0.552,0.651,,,,,,,,,a
1226,8288404,519.799,np,64.754,0.149,,,,,,,,,a
1227,8288719,1.51,sp,1.512,1.284,1.509,1.512,,,0.393,0.193,,,
1228,8288741,0.22,np,33.123,0.065,,,,,,,,,a
1229,8294484,1.013,sp,1.022,1.112,,,,,,,,,
1230,8296467,10.303,sp,9.297,0.85,9.242,9.477,,,0.094,0.107,,,
1231,8299947,5.366,sp,5.66,0.892,5.515,5.736,,,0.059,0.084,,,
1232,8301013,4.428,sp,4.352,0.371,4.245,4.314,,,0.01,0.012,0.008,0.008,
1233,8302455,4.884,sp,4.924,0.881,,,,,,,,,
1234,8308347,164.95,np,164.634,0.356,,,,,,,,,a
1235,8311255,0.579,ev,,,,,,,,,,,
1236,8312222,12.823,sp,12.873,0.387,12.82,13.187,,,0.047,0.149,,,
1237,8314801,37.183,np,37.373,0.859,,,,,,,,,a
1238,8314879,0.878,ev,,,,,,,,,,,
1239,8316503,5.065,sp,4.986,0.187,5.066,5.158,,,0.045,0.026,0.005,0.005,
1240,8323764,6.714,sp,6.232,1.087,5.922,5.995,6.205,6.487,0.04,0.113,0.173,0.146,
1241,8330092,0.322,ev,,,,,,,,,,,
1242,8330575,1.914,ev,,,,,,,,,,,
1243,8332986,302.39,np,77.525,0.073,,,,,,,,,a
1244,8345358,9.381,sp,11.872,1.192,11.905,12.078,,,0.242,0.108,,,
1245,8356054,17.081,sp,17.594,0.418,16.708,19.052,,,0.103,0.066,,,
1246,8358008,10.065,np,18.206,0.021,,,,,,,,,a
1247,8364119,7.736,sp,9.032,1.236,8.954,9.175,,,0.15,0.082,,,
1248,8364969,22.572,sp,8.01,1.281,7.672,8.027,8.936,9.184,0.068,0.045,0.053,0.017,
1249,8365739,2.389,sp,2.391,1.592,2.34,2.368,2.397,,0.033,0.04,0.394,,
1250,8374499,5.252,sp,5.619,0.407,6.044,6.269,,,0.052,0.02,0.007,0.007,
1251,8374580,176.243,np,42.706,0.104,,,,,,,,,a
1252,8378656,3.629,ev,,,,,,,,,,,
1253,8378922,43.263,np,21.823,0.457,,,,,,,,,a
1254,8379547,6.042,sp,6.028,1.228,,,,,,,,,
1255,8380743,2.038,ev,,,,,,,,,,,
1256,8381592,5.784,sp,5.946,1.116,5.663,5.751,6.688,6.816,0.068,0.08,0.099,0.041,
1257,8386048,0.817,ev,,,,,,,,,,,
1258,8394040,0.302,ev,,,,,,,,,,,
1259,8397675,0.553,np,0.531,0.153,,,,,,,,,a
1260,8409588,2.722,sp,2.718,1.154,2.708,2.732,,,0.2,0.13,,,
1261,8410637,408.32,np,91.767,0.007,,,,,,,,,a
1262,8411947,1.798,sp,1.778,0.343,1.767,1.807,,,0.055,0.075,,,
